TARGET_SCORE,R_DEBT_INCOME,R_DEBT_SAVINGS,DEFAULT,DEBT,R_EXPENDITURE_DEBT,R_UTILITIES_DEBT,R_EDUCATION_INCOME,R_GROCERIES_DEBT,R_TAX_DEBT,R_ENTERTAINMENT_DEBT,R_HEALTH_DEBT,R_SAVINGS_INCOME,R_CLOTHING_DEBT,R_TRAVEL_DEBT,CAT_CREDIT_CARD,R_HOUSING_DEBT,R_UTILITIES_SAVINGS,R_EDUCATION_SAVINGS,CAT_DEBT,R_HEALTH_SAVINGS,R_GROCERIES_SAVINGS,R_GROCERIES_INCOME,R_EXPENDITURE,R_ENTERTAINMENT_INCOME,R_HEALTH_INCOME,R_GAMBLING_INCOME,CAT_DEPENDENTS,R_ENTERTAINMENT,R_HOUSING_SAVINGS,CAT_SAVINGS_ACCOUNT,R_TRAVEL,R_GROCERIES,R_EDUCATION_DEBT,R_GAMBLING_DEBT,T_ENTERTAINMENT_12,T_EDUCATION_12,T_EDUCATION_6,R_CLOTHING_SAVINGS,R_HEALTH,T_ENTERTAINMENT_6,T_GROCERIES_6,R_GAMBLING_SAVINGS,SAVINGS,T_GAMBLING_6,T_GAMBLING_12,R_ENTERTAINMENT_SAVINGS,R_EXPENDITURE_SAVINGS,T_GROCERIES_12,R_CLOTHING,T_FINES_6,INCOME
876,0.04074130509313931,0.05143592972426831,0,128340,5.103451768739286,0.5345021037868163,0.010165327035160565,1.258306062022752,0.10366993922393641,0.6052049244195107,0.3967664017453639,0.7920787144616713,0.41359669627551815,0.4952703755649057,0,0.996626149290946,0.027492612647852247,0.012833733377205234,1,0.020408048757125343,0.06472214217782307,0.05126503117341562,0.2079212855383287,0.0246568384696456,0.01616478102421495,0.0,0,0.11858737024353527,0.05126239257629723,1,0.09704615581921197,0.24655980286330664,0.24950911640953716,0.0,77672,32022,15337,0.021273730603817095,0.07774471469990549,39914,81210,0.0,2495143,0,0,0.031129277961223063,0.26250078652806674,161491,0.08104254042508363,0,262510.0
892,0.07057885695505532,0.08954319074010642,0,181680,3.0007540730955524,0.3060435931307794,0.01027526841953552,0.6924207397622193,0.056973800088066934,0.360870761778952,0.2428665785997358,0.7882102075176894,0.2355625275209159,0.2986294583883752,0,0.6118009687362396,0.0274041198344969,0.013036203187339357,1,0.02174704837195319,0.062001562372933985,0.048870264344391255,0.2117897924823106,0.025469845874858496,0.017141245510154453,0.0,0,0.12026002564304804,0.054782610838530976,1,0.09951813814595993,0.23074891273843173,0.1455856450902686,0.0,65563,26450,13127,0.021093020333026936,0.08093518251870493,33561,60760,0.0,2028965,0,0,0.0323135194545002,0.26869709433134625,125799,0.07850111064846829,0,214511.83333333334
863,0.060691683728332946,0.08458239011684604,0,168700,4.65393005334914,0.44963248369887376,0.013807987629977158,1.1516123295791345,0.0933787788974511,0.5675459395376408,0.36745702430349736,0.7175451491083503,0.3662833432128038,0.4872495554238293,0,0.8932602252519265,0.038030990145424555,0.019243371162268333,1,0.031080393380813785,0.09740612332383222,0.06989329128446556,0.2824548508916497,0.03444531866371806,0.02230158550278221,0.0,0,0.12194982155548592,0.0755540848481202,1,0.1046963641134199,0.24744942798407374,0.2275103734439834,0.0,95745,38381,18730,0.03098112062892798,0.07895628427828683,45043,95716,0.0,1994505,0,0,0.048004392067204645,0.3936405273488911,194277,0.07870409288794805,0,231635.25
857,0.09388388633551319,0.1292033412758921,0,248780,2.9117171798376074,0.28216898464506796,0.01356406675197906,0.7353485006833347,0.05624246322051612,0.34151861082080553,0.22640083608007075,0.7266366752469651,0.21892033121633572,0.28919125331618295,0,0.5674491518610821,0.03645717562056867,0.01866691733852958,1,0.029251744489200683,0.09500948329050446,0.06903737505514423,0.273363324753035,0.03206309443976287,0.021255390360806516,0.0,0,0.11729113431265764,0.07331632642462291,1,0.09931982931539791,0.25254805163609556,0.14447704799421177,0.0,84963,35943,20794,0.028285238266375554,0.07775509161665818,41636,90884,0.0,1925492,0,0,0.04412534562594911,0.37620358848543645,182940,0.07518598740710983,0,220822.41666666666
865,0.07832798879241182,0.10349751913934153,0,255400,3.1047611589663275,0.29716914643696163,0.012466540393197917,0.74530931871574,0.05866875489428348,0.37590054815974944,0.2481440877055599,0.75681030273737,0.23915035238841034,0.31930696945967113,0,0.6119537979639781,0.030756269420981225,0.016472477116268966,1,0.02568229746662063,0.0771376654785119,0.05837857996324657,0.24318969726263,0.029443533923318308,0.01943662732070435,0.0,0,0.1210722915268943,0.06333569991716957,1,0.10284429400874702,0.24005367258712967,0.15915818324197337,0.0,96005,40649,20970,0.024751468173499772,0.07992372842881572,49145,93250,0.0,2467692,0,0,0.03890477417765264,0.32133507747320167,190352,0.07702697249279909,0,271720.6666666667
878,0.07335765211735036,0.10492568372848314,0,201080,4.10128804455938,0.41518301173662225,0.014676273060617105,1.0380545056693853,0.0819822956037398,0.5014521583449374,0.3114581261189576,0.699139138394165,0.3279192361249254,0.3954943306146807,0,0.7796797294609111,0.04356336137891593,0.02099192028403197,1,0.03267995683582376,0.10891857875479283,0.07614924130574285,0.30086086160583503,0.036785352985362396,0.022847836864956325,0.0,0,0.12226699341689636,0.08180842870292486,1,0.09643173713178455,0.25310451116605454,0.20006465088521982,0.0,100832,40229,20755,0.03440715005812971,0.0759415390323844,51945,105241,0.0,1916404,0,0,0.05261521057146614,0.4303304522428465,208732,0.07995518299670057,0,228424.25
854,0.1200439224906828,0.15325367005226925,0,294080,1.8051550598476604,0.17375544069640914,0.010796523755291313,0.433392274211099,0.03682331338411317,0.2064608269858542,0.14373299782372143,0.7833021059119836,0.1399007072905332,0.1857385745375408,0,0.34541281284004355,0.026628658978274124,0.013783345753578854,1,0.02202760942410014,0.06641895659515037,0.052026108573457915,0.21669789408801643,0.024784367512052152,0.017254272850104297,0.0,0,0.11437290434389481,0.052935781250814266,1,0.10289341822702784,0.24008589835361488,0.08993811207834602,0.0,60716,26449,13342,0.021440296835182473,0.0796236295821874,31642,65999,0.0,1918910,0,0,0.031640879457608746,0.2766466379350777,127452,0.07750065930753872,0,204147.5
853,0.08165763414460418,0.10510683862263182,0,278580,2.732123626965324,0.2693588915212865,0.011183150469828915,0.6762617560485319,0.05290042357671046,0.32011989374685906,0.20334194845286813,0.7769012484314365,0.2038157800272812,0.26924043362768324,0,0.5501328164261613,0.02831146154269885,0.014394558500720257,1,0.021372629361247127,0.07107973525965064,0.05522193506139858,0.22309875156856349,0.026140233165990585,0.016604422433015267,0.0,0,0.11716889037793238,0.057822721157118465,1,0.09854621180767689,0.24752238492212084,0.13695168353794243,0.0,89179,38152,22072,0.02142243230007327,0.0744263350479231,43897,96975,0.0,2650446,0,0,0.033646790011945156,0.28716487715652383,188393,0.07459976481871991,0,284296.75
855,0.038542915205872816,0.05422278460417649,0,134640,7.502673796791444,0.7358065953654189,0.014515713022461324,1.818768568033274,0.15051247771836007,0.8949940582293523,0.6042112299465241,0.7108250800329435,0.5625074272133096,0.7266859774212715,0,1.5825757575757575,0.03989748253083156,0.020420935375252358,1,0.032762015376814925,0.09861869630931473,0.0701006426968132,0.28917491996705647,0.034495680096093925,0.023288062202264998,0.0,0,0.11929001346321375,0.08581166442282173,1,0.09685693355508038,0.2424160529025105,0.3766117052881759,0.0,120502,50707,25200,0.03050071906403677,0.0805327868852459,56577,127472,0.0,2483089,0,0,0.04852907004138796,0.40681586523882146,244879,0.07497426150312822,0,291104.0833333333
885,0.07468067192013814,0.100624677582268,0,232120,3.4524254695846976,0.33520592796829224,0.012458146553901383,0.8378295709115975,0.06609512321213165,0.39943132862312597,0.28764432190246425,0.7421705461772163,0.25386868860934,0.34242633120799587,0,0.7131052903670515,0.03372998842547436,0.016786096697141917,1,0.028944117149805573,0.08430633044186944,0.06256967531023912,0.25782945382278366,0.029829800007528554,0.021481471233688536,0.0,0,0.11569585850355077,0.07175598992539416,1,0.09918427905966855,0.24267853956377586,0.1668188867826986,0.0,92716,38722,18164,0.02554545493954803,0.08331659131719528,46753,90788,0.0,2306790,0,0,0.04019264865895899,0.34739919975377037,194477,0.07353343058260968,0,259013.91666666666
863,0.08278538307281605,0.1153026641246193,0,268460,3.406600610891753,0.3235156075392982,0.013700632438881562,0.85851895999404,0.07263651940698801,0.4038478730537138,0.25533040303955895,0.7179832634512371,0.24760113238471282,0.32811592043507415,0,0.7015384042315429,0.03730221143517586,0.0190821055814375,1,0.029440275702473942,0.09898952328881028,0.07107282097838225,0.2820167365487629,0.03343270087389368,0.021137625225766402,0.0,0,0.11854864105950996,0.080889246993631,1,0.09631769553084843,0.2520163230315701,0.1654957908068241,0.0,108417,44429,23891,0.02854907020422994,0.07495166948047972,57508,116238,0.0,2328307,0,0,0.046564735664154255,0.39279012604437474,230478,0.07268275934462941,0,270236.9166666667
857,0.06973253298918768,0.09342626610512209,0,239800,3.6368807339449543,0.347139282735613,0.012204356451306162,0.916092577147623,0.07056713928273561,0.4482652210175146,0.2869974979149291,0.7463910942424424,0.2902293577981651,0.3702418682235196,0,0.6823311092577148,0.03243192700439859,0.016351154971500702,1,0.026813104611704386,0.08558710888952091,0.06388145585709658,0.2536089057575576,0.03125866931250934,0.020013062491167116,0.0,0,0.12325540863455196,0.06374764778531439,1,0.10180203732496755,0.25188963954667,0.1750166805671393,0.0,107494,41969,21980,0.027115045213170066,0.07891309034036445,57353,119272,0.0,2566730,0,0,0.04187974582445368,0.339780187242133,219679,0.07980172544271227,0,286571.1666666667
850,0.07119121285578608,0.10024863111789267,0,198940,4.071478837840555,0.3826329546596964,0.014425399524628495,1.029064039408867,0.08063235146275259,0.4710616266210918,0.31396903589021813,0.7101464834174644,0.3235045742434905,0.4087111691967427,0,0.8092741530109581,0.038358429925229254,0.02031327319288917,1,0.031474966061398886,0.10316226128338808,0.07326031707179169,0.2898535165825355,0.03353544852897498,0.02235183646418646,0.0,0,0.11569791846712264,0.08112862603844057,1,0.1003839600977802,0.2527494506037186,0.2026289333467377,0.0,93713,40311,19799,0.0324308907282866,0.07711424973456135,49003,107340,0.0,1984466,0,0,0.04722328324093232,0.40816018011898414,204722,0.079456282871182,0,232870.5
872,0.06745093321481337,0.09349555836910313,0,181660,4.129896509963668,0.39947704502917536,0.014539860694478017,1.0533964549157768,0.08410216888693163,0.5165914345480568,0.33168006165363867,0.7214346263223498,0.3284762743586921,0.39682373665088627,0,0.7537872949466036,0.03734932938064211,0.020154093197047834,1,0.031010612564205498,0.09848788973638432,0.07105257392924522,0.27856537367765016,0.034844574351045605,0.02237212968728476,0.0,0,0.12508580621856827,0.07047576403256853,1,0.09608563693872736,0.25506606578987706,0.2155620389739073,0.0,93844,39159,20067,0.030711072682168626,0.08031195475563055,48337,94736,0.0,1942980,0,0,0.04829900462176656,0.38612698020566344,191360,0.07953619989416677,0,224434.75
877,0.09977500344580573,0.12960538393413717,0,256980,2.306821542532493,0.224278153941941,0.011139561926467477,0.5660479414740447,0.04452486574830726,0.273865670480193,0.16734765351389214,0.7698368726449617,0.17636002801774456,0.22941474044672738,0,0.46333566814538096,0.029067656249684787,0.01447002907017795,1,0.021689156884144953,0.07336286077987157,0.05647743531106404,0.23016312735503835,0.027324948215849153,0.01669711270599609,0.0,0,0.11871992064871029,0.060050797160362074,1,0.09945058003701036,0.2453800309375564,0.11164682076426181,0.0,70378,28691,14269,0.022857209141874977,0.07254468992437674,37079,69203,0.0,1982788,0,0,0.03549446536896531,0.2989764916874623,145463,0.07645152638211088,0,214632.91666666666
887,0.03450843619865226,0.04885603282110883,0,121740,8.510119927714802,0.8203466403811401,0.013477962250480677,2.2161080992278626,0.15478889436504026,1.0508460653852472,0.6541399704287827,0.7063290694315746,0.6750205355676031,0.8536717594874322,0,1.644627895515032,0.04007888238714734,0.01908170402971975,1,0.03195868386486776,0.10827025003100155,0.07647442495152124,0.2936709305684254,0.036263054401951565,0.022573347434529923,0.0,0,0.12348193378132896,0.08034999444179354,1,0.10031254162556394,0.26040856275252844,0.3905700673566617,0.0,127930,47548,23336,0.03297882544061327,0.07686612832546028,73896,132724,0.0,2491811,0,0,0.05134016986039471,0.41577069850000664,269789,0.07931974417531674,0,293986.0833333333
888,0.14060359763785957,0.18015987483310575,0,356500,1.5615680224403927,0.15472931276297336,0.01062040302157723,0.36235904628330995,0.030364656381486676,0.17190182328190742,0.11752594670406732,0.7804379180886429,0.11855820476858345,0.15720336605890603,0,0.3233913043478261,0.02787601362038975,0.013608261176734563,1,0.021173459847847027,0.0652825604230447,0.050948985544057045,0.21956208191135704,0.02417001479394375,0.016524570922387207,0.0,0,0.1100828275243893,0.05826213691341916,1,0.1006702005931392,0.23204819839805713,0.0755343618513324,0.0,61283,26928,13060,0.021359431331545716,0.07526149678731235,31226,77513,0.0,1978798,0,0,0.030969810966051108,0.28133189946624165,129181,0.07592253623591923,0,211291.41666666666
900,0.05833711294067468,0.0750151791604418,0,194220,3.811111111111111,0.3855473174750283,0.011006917432350034,0.9264339408917722,0.07247451343836886,0.44941818556276386,0.30369168983626815,0.777670780681651,0.2976933374523736,0.3871125527752034,0,0.7500617856039543,0.02892190109521698,0.014153698076070382,1,0.022781486522604977,0.06949660805631043,0.05404548144187765,0.22232921931834906,0.026217759448768047,0.01771649640912272,0.0,0,0.11792313906894679,0.05626601922848151,1,0.10157472230253149,0.2430876229745175,0.18867778807537844,0.0,87286,36645,17640,0.022331519043859663,0.07968586613779631,42776,93049,0.0,2589076,0,0,0.033713185707951406,0.2858911828003504,179932,0.07811195443356742,0,277439.1666666667
868,0.08767772735109813,0.12457636761585607,0,279180,3.378200444157891,0.3224228096568522,0.014687071413788435,0.8549537932516655,0.06952861952861952,0.4021133319005659,0.261451393366287,0.7038070625197658,0.25613582634859233,0.33485923060391143,0,0.659223440074504,0.04016626246354921,0.0208680364206717,1,0.03257066489367636,0.1065070380426901,0.07496040558250666,0.2961929374802342,0.035256383078619453,0.02292346398313402,0.0,0,0.11903181547322415,0.08212366161171065,1,0.09912355295050715,0.2530796521355577,0.16751199942689304,0.0,112262,46766,21518,0.03190847086279331,0.07739368864817639,56981,125136,0.0,2241035,0,0,0.050093818258081645,0.42084394041146167,238686,0.07582019793749721,0,265346.75
854,0.07387129152277619,0.10599309470051645,0,185760,4.102481696813093,0.4022555986218777,0.014247344753372644,1.0086670973298881,0.08376399655469423,0.49386304909560724,0.34613479758828597,0.6969443786078665,0.31083656330749354,0.4074989233419466,0,0.8065945305770887,0.04263631575854161,0.020442585076633303,1,0.03668789837991929,0.10691174716858186,0.07451154119628862,0.30305562139213343,0.03648230127206873,0.0255694245388214,0.0,0,0.12038153624896172,0.08549345046437597,1,0.09932985774403374,0.24586754356843207,0.19286714039621017,0.0,91740,35827,19309,0.03294652929103424,0.08437205164307544,48680,95327,0.0,1752567,0,0,0.0523460729318765,0.43483473099744546,187370,0.07576793421137235,0,209553.66666666666
864,0.0384430161158532,0.05031793740882651,0,138180,6.13889853813866,0.5755391518309452,0.01120294813253131,1.6024460848169055,0.12380952380952381,0.7087639311043566,0.4733680706325083,0.7640022245647479,0.503068461427124,0.5899334201765812,0,1.2205529020118686,0.02895994301815859,0.014663501979871369,1,0.023818904949423517,0.08063178179683614,0.061602860663402155,0.2359977754352521,0.027247023225780247,0.018197696368055852,0.0,0,0.11545457653373384,0.061415704527594754,1,0.09609760065450627,0.26103153112264565,0.29141699232884644,0.0,97937,40268,20118,0.02531336735444468,0.07710960976006545,47739,106742,0.0,2746138,0,0,0.03566353912294284,0.3088967124011976,221426,0.08194767486410624,0,299534.25
883,0.08855695997379168,0.11229471698411486,0,255720,2.3870287814797435,0.225,0.010014776808548731,0.5929766932582512,0.044623025183794775,0.2719888941029251,0.19503754106053495,0.7886119877422096,0.18134287501955262,0.23162834350070388,0,0.48134287501955264,0.025266311321425844,0.012699244957232979,1,0.021901685474670453,0.06658814994761161,0.0525122132902623,0.2113880122577904,0.0240865096083886,0.017271931717084545,0.0,0,0.11394453900732457,0.05405226192264083,1,0.0970362591761944,0.24841623103122323,0.11308853433442828,0.0,69553,28919,13890,0.020363846827406374,0.08170724315256442,34067,87119,0.0,2277222,0,0,0.030542915886110356,0.26805072144920433,151636,0.07597012504689463,0,240636.08333333334
879,0.07812461875639592,0.1007925338863788,0,272160,2.8786926807760143,0.2792364785420341,0.01115635401222563,0.7085207231040564,0.05714285714285714,0.3367357436801881,0.2267305996472663,0.7751032317975466,0.232690329218107,0.28398001175778953,0,0.5608539094650206,0.028144952225761053,0.014393378268276424,1,0.02285275164802607,0.07141359899266721,0.055352911373510366,0.22489676820245344,0.026307351596666154,0.017713241657851715,0.0,0,0.11697523182273618,0.056529886675061106,1,0.098648950495555,0.24612586395052746,0.1428020282186949,0.0,91646,38865,19191,0.023453447892748686,0.07876165495586912,46694,99890,0.0,2700200,0,0,0.03394044885564032,0.290150729575587,192831,0.08083194526877398,0,290305.4166666667
878,0.050056571190376944,0.06775213004927061,0,168120,5.217713537949084,0.5333571258624792,0.01301524444709105,1.2450095170116584,0.09876278848441589,0.6334879847727813,0.42695098738995957,0.7388191508366582,0.4171365691172972,0.5276588151320485,0,1.0253390435403282,0.036136081354139885,0.01761627921034836,1,0.028926838822309037,0.08435204670915347,0.06232090752099089,0.2611808491633419,0.031710236408027156,0.021371702495087238,0.0,0,0.12141103189459213,0.06946890422253907,1,0.10112836040045509,0.23861208706774495,0.26001070663811565,0.0,106502,43713,19986,0.028261891079141677,0.08182721881619057,52474,98010,0.0,2481398,0,0,0.042920160328975845,0.3535112061829662,209311,0.0799462381526718,0,279883.3333333333
856,0.07510824063582622,0.10506306149975154,0,239760,3.7960251918585253,0.37644310977644313,0.014273886322036293,0.9476393059726393,0.07568401735068402,0.4300508842175509,0.2845136803470137,0.7148872264302315,0.29697614280947615,0.3813688688688689,0,0.763304971638305,0.03955026559360016,0.019966626615099178,1,0.02989187829581895,0.09956188668298527,0.07117552102896034,0.2851127735697685,0.03230036529746165,0.021369321967688044,0.0,0,0.11328978667999802,0.08019515717830134,1,0.10046531558505056,0.24963988858795674,0.19004421087754422,0.0,103109,45565,22526,0.031201222755950987,0.07495041944326941,63039,121376,0.0,2282058,0,0,0.045182462496571076,0.3988220281868384,227206,0.07823344888395678,0,266016.0833333333
894,0.07405721944686887,0.10466050129959055,0,196260,3.948369509833894,0.38921328849485376,0.015215200257498453,0.9908896361968816,0.07309691225924794,0.48492815652705595,0.3178538673188627,0.7075947327529053,0.29059920513604404,0.37619484357484967,0,0.7701416488331805,0.04073525788633355,0.021502704236227913,1,0.033266745093605714,0.10370700605693454,0.07338253123546053,0.29240526724709476,0.03591243090388976,0.023539373604068957,0.0,0,0.1228173187234081,0.0806034110385739,1,0.09527853019781729,0.2509617283106231,0.20545195149291756,0.0,95172,40322,19427,0.030414258486800915,0.08050256353343047,49135,97936,0.0,1875206,0,0,0.05075282395640799,0.41323833221523393,194472,0.07359979971790163,0,220842.75
878,0.05118491942581443,0.07025415247153526,0,183140,5.302970405154527,0.5187834443595064,0.013587731941273452,1.3367915256088239,0.10478868625095555,0.6470787375778093,0.399863492410178,0.7285678870946871,0.43014633613628916,0.5445669979250847,0,1.0054876051108441,0.036446691199740984,0.018649918809154904,1,0.028092070763585227,0.09391515566277854,0.06842356652739918,0.27143211290531294,0.03312067304507789,0.02046698064033972,0.0,0,0.12202194018447547,0.07063967951769608,1,0.10269093664859255,0.2520835349768222,0.2654635797750355,0.0,118506,48617,22830,0.030219566283991115,0.07540368168404404,58548,127787,0.0,2606821,0,0,0.04545996829087996,0.37255569139576517,244820,0.08111422528743206,0,298167.25
